classid,description,subclassid,description,invoiceitemid,description,invoicedescription,itemtype,description,quantityfrom,quanitytunitprice,dispensingfee,minimumprice,name1,status,revenue_id,allow_price_chg,nbr_disp
PHA,PHARMACEUTICALS,,,41157,Methadone 10mg/ml Sx PRE MED,,I,[None],0,0,0,0,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,39396,Methadone Injection 10mg/ml,Methadone Injection 10mg/ml,I,ml,0,18.99,19.000000,9.420000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,1815,Methimazole  1mg/ml 200ml.,,I,[None],0,61.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,46355,Methimazole 100 mg/ml TD (Create) ,Methimazole 100 mg/ml Transdermal,I,ml,0,7.99,19.000000,3.590000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,32991,Methimazole 100mg/ml TD (Summit) ,Methimazole 100 mg/ml Transdermal,I,syringe,0,15.99,19.000000,7.800000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,29243,Methimazole 10mg/ml (Summit),Methimazole 10mg/ml Oral,I,ml,0,1.42,19.000000,0.710000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,7563,Methimazole 12.5mg/ml ORAL ,,I,ml,0,1.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,19549,Methimazole 2.5mg chew (Strathcona),,I,each,0,1.99,16.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,46357,Methimazole 25 mg/ml TD (Create) ,Methimazole 25mg/ml Transdermal,I,ml,0,6.99,19.000000,3.260000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,7727,Methimazole 5 mg Chew Tuna,Methimazole 5 mg Chew Tuna,I,each,0,0.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,46356,Methimazole 50 mg/ml TD (Create) ,Methimazole 50 mg/ml Transdermal ,I,ml,0,6.99,19.000000,3.370000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,4693,Methimazole 50mg/ml TD (Summit),Methimazole 50mg/ml Transdermal,I,ml,0,12.99,19.000000,6.240000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,3487,Methimazole 5mg/ml ,,I,ml,0,0.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,41382,Methimazole TD 100mg/ml (STAFF),Methimazole TD 100mg/ml (STAFF),I,ml,0,5.99,0,5.560000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,21964,Methocarbamol 200 mg/mL,,I,ml,0,0.90,16.000000,0.450000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,2830,Methylpyrazole 50mg/ml per ml,,I,ml,0,37.99,11.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4334,Metoclopramide 10mg (Strathcona),Metoclopramide 10mg,I,tablet,0,0.99,16.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,5534,Metoclopramide 5 mg,,I,tablet,0,0.18,16.000000,0.090000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,32545,Metronidazole 100mg/ml (SUMMIT),,I,ml,0,0.90,19.000000,0.450000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,3499,Metronidazole 125mg/ml,,I,ml,0,1.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4219,Metronidazole 62.5mg,Metronidazole 62.5mg,I,[None],0,1.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,45823,Metronidazole/Sulfasalazine/Prednisolone,Metronidazole/Sulfasalazine/Prednisolone,I,capsule,0,3.90,19.000000,1.950000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,1429,Milbemax Tabs 4 mg ,Milbemax 4 mg,I,tablet,0,10.99,16.000000,5.380000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,140224,Mirtaz Ointment 5g,Mirtaz Ointment 5g,I,tube,0,54.99,16.000000,27.010000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,46426,Mirtazapine 2mg Tablet (Create),Mirtazapine 2mg Tablet(Create),I,tablet,0,0.90,19.000000,0.450000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,30407,Mirtazapine 2mg Tablet (Summit),Mirtazapine 2mg Tablet (Summit),I,tablet,0,1.26,19.000000,0.630000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,45732,Mirtazapine 40mg/ml TD (Create),Mirtazapine 40mg/ml Transdermal ,I,ml,0,10.99,19.000000,5.310000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,4623,Mirtazapine 40mg/ml TD (Summit),Mirtazapine 40mg/ml Transdermal ,I,ml,0,22.99,19.000000,11.400000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,11371,Mirtazapine 40mg/ml Transdermal,,I,ml,0,15.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,637,Miscellaneous Pharmaceuticals,,I,[None],0,0,16.000000,0,River Valley Veterinary Wellness Clinic,1,,4,1
PHA,PHARMACEUTICALS,,,4300,Misoprostil 20 MCG/ML,Misoprostil 20 MCG/ML,I,[None],0,1.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,1
PHA,PHARMACEUTICALS,,,4347,Mitoxantrone 2mg/ml 10ml,Mitoxantrone 2mg/ml 10ml,I,bottle,0,67.99,19.000000,44.800000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,21571,Mitoxantrone Administration,,S,[None],0,125.99,0,0,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,119672,Mometamax Otic Suspension 15 g,,I,tube,0,65.99,16.000000,32.870000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,119671,Mometamax Otic Suspension 7.5g,,I,tube,0,42.99,16.000000,21.060000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,41233,Moxicloprid 100 Blue (25-45kg),Moxicloprid 100 Blue (25-45kg),I,tube,0,28.99,16.000000,14.010000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,25646,Mupirocin 2% Ointment 30g,Mupirocin 2% Ointment 30g,I,each,0,35.99,16.000000,17.540000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,134630A,Naloxone HCL Inj 0.4mg/ml ,,I,ml,0,10.99,16.000000,10.530000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,118892,Naproxen 500mg Teva (In Clinic Only),,I,bottle,0,25.99,0,23.630000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,33809,Nexgard Blue 4.6-10.9kg,,I,tablet,0,27.99,16.000000,13.820000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,4257,Nexgard chewable 1.8- 4.5kg single,Nexgard chewable 1.8- 4.5kg,I,ampule,0,23.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4268,Nexgard chewable 1.8-4.5kg-3's,Nexgard chewable 1.8-4.5kg-3's,I,box,0,66.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4270,Nexgard chewable 1.8-4.5kg-6's,Nexgard chewable 1.8-4.5kg-6's,I,box,0,125.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4277,Nexgard chewable 11-27.2kg-single,Nexgard chewable 11-27.2kg-single,I,ampule,0,24.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4274,Nexgard chewable 4.6-10.9kg-single,Nexgard chewable 4.6-10.9kg-single,I,box,0,23.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4275,Nexgard chewable Blue 4.6-10.9kg 3's,Nexgard chewable 4.6-10.9kg-3's,I,box,0,67.99,8.000000,12.170000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4276,Nexgard chewable Blue 4.6-10.9kg6's,Nexgard chewable 4.6-10.9kg-6's,I,box,0,128.99,8.000000,11.570000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4278,Nexgard chewable Purple 11-27.2kg 3's,Nexgard chewable 11-27.2kg-3's,I,box,0,69.99,8.000000,12.430000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4279,Nexgard chewable Purple 11-27.2kg 6's,Nexgard chewable 11-27.2kg-6's,I,box,0,131.99,8.000000,11.860000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4272,Nexgard chewable Red 27.3-54.5kg 3's,Nexgard chewable 27.3-54.5kg-3's,I,box,0,70.99,8.000000,12.770000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4273,Nexgard chewable Red 27.3-54.5kg 6's,Nexgard chewable 27.3-54.5kg-6's,I,box,0,135.99,8.000000,12.180000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4271,Nexgard Red chewable 27.3-54.5kg,Nexgard Red chewable 27.3-54.5kg,I,tablet,0,33.99,16.000000,16.800000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,28313,Nexgard Spectra M (7.6-15kg),Nexgard Spectra M (7.6-15kg),I,tablet,0,40.99,16.000000,20.040000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,21556,Nexgard Spectra S (3.8KG - 7.5 KG),,I,each,0,28.99,8.000000,14.170000,River Valley Veterinary Wellness Clinic,0,H,4,0
PHA,PHARMACEUTICALS,,,32111,Nexgard Spectra XL (30.1-60kg),,I,tablet,0,46.99,16.000000,23.080000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,35299,Nitrofurantoin 50mg,,I,[None],0,0.42,13.000000,0.210000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,1834,Novamoxin suspension 250mg/5ml-100ml,,I,[None],0,12.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4208,Novifit S Small,Novifit S Small,I,[None],0,37.99,0,18.980000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4333,Novo Pheniram 4mg Tabs 100s TEVA,Pheniram 4mg,I,tablet,0,0.99,0,0.070000,River Valley Veterinary Wellness Clinic,0,,4,1
PHA,PHARMACEUTICALS,,,125450,Novo-Lexin 250 mg Tablet,Cephalexin 250 mg,I,tablet,0,0.99,8.000000,0.220000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,1587,Novo-Lexin 500 mg tablet,Cephalexin 500mg ,I,tablet,0,1.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,1669,Novo-Semide 20 mg.,,I,[None],0,0.10,16.000000,0,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,2108,Novo-Theophyl SR 200 mg,,I,tablet,0,0.20,16.000000,0,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,1628,Novovet Nebulair Aerosol Chamber,,I,each,0,17.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,1629,Novovet Nebulair Feline Mask,,I,each,0,17.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,21430,NutraCam - box of 60 ,,I,box,0,63.99,0,31.980000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,8275,NutraEase - box of 100,NutraEase - box of 100,I,box,0,48.99,0,0,River Valley Veterinary Wellness Clinic,0,H,4,0
PHA,PHARMACEUTICALS,,,21429,NutraZyl - per capsule,,I,capsule,0,1.34,16.000000,0.670000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,4767,Omega Pro 3 Soft Gels Large Breed 90s,,I,bottle,0,25.99,0,12.980000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,14596,Omegaderm >9kg box,,I,box,0,25.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,39321,Omeprazole 10mg Tablets (Create),,I,tablet,0,0.98,19.000000,0.490000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,11458,Omeprazole 10mg/ml,,I,ml,0,0.99,16.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,46070,Omeprazole 20mg Tablets (Create),,I,tablet,0,0.90,19.000000,0.450000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,142474,Omeprazole 20mg Tabs (Teva),Omeprazole 20mg Tabs,I,tablet,0,0.56,19.000000,0.280000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,25342,Onsior 40mg Canine/box of 28,Onsior 40mg Canine/box of 28,I,box,0,72.99,0,45.470000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,24502,Opthamology - Serum Eye Drops,,I,each,0,60.99,0,60.000000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,135953,Optixcare Eye Health 20gm Red,,I,tube,0,23.99,19.000000,13.990000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,7195,Optixcare Eye Lube Plus 20gm Purple,Optixcare Eye Lube Plus,I,tube,0,16.99,19.000000,9.990000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,26265,Optixcare Eye Support ,,I,bag,0,69.88,19.000000,34.940000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,4214,Oral Glipizide 2.5mg/ml (Summit),Oral Glipizide 2.5mg/ml,I,ml,0,0.40,16.000000,0,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,38354,ORIDERMYL EAR OINTMENT- 10g,,I,[None],0,25.99,16.000000,12.960000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,121346,Osteosupport Caps for Dogs 150s,Osteosupport Capsules for dogs 150s,I,bottle,0,67.99,0,42.490000,River Valley Veterinary Wellness Clinic,0,H,4,0
PHA,PHARMACEUTICALS,,,113622,"Oticalm ear solution, 118ml DISC",,I,[None],0,10.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,134495A,Otizole - 15ml,,I,bottle,0,42.99,19.000000,21.090000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,23317,Otizole - 30 mL,Otizole - 30 mL,I,each,0,77.99,19.000000,38.920000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,1222,Otoclean 5ml Vial,,I,[None],0,2.99,13.600000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,126061,Otomax Ointment 15g,,I,tube,0,33.99,16.000000,22.480000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,2244,Oxyfresh Pet Gel 4oz.,,I,[None],0,20.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,30651,P,P,I,ml,0,0,0,6.020000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,28646,Palladia 10mg tablets,Palladia 10mg tablets,I,[None],0,5.99,16.000000,3.880000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,27696,Palladia 15 mg Tablets,Palladia 15 mg Tablets,I,tablet,0,7.99,16.000000,4.930000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,23404,Palladia 30 mg Tablets,,I,tablet,0,26.99,0,13.000000,River Valley Veterinary Wellness Clinic,0,H,4,1
PHA,PHARMACEUTICALS,,,25056,Palladia 50 mg Tablets,Palladia 50 mg Tablets,I,tablet,0,20.99,16.000000,13.380000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,33887,Pamidronate 3mg/ml,,I,ml,0,81.99,19.000000,4.070000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,1262,Panacur Granules 22.2% 1.8gm 90s,,I,packet,0,3.99,0,1.920000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,28289,Pank-Aid 114g,,I,tub,0,122.99,16.000000,67.280000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,24772,Pantoprazole 40 mg/bottle,,I,bottle,0,19.99,16.000000,9.970000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,122218,Paxon ,,I,tablet,0,0.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,121305,Pediapred Oral Suspension 120ml,,I,bottle,0,49.99,8.000000,19.870000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,46351,PEG/Cisapride 1250/5mg (100 tsp)Create,PEG/Cisapride 1250/5mg (100 scoop),I,tub,0,63.99,19.000000,31.500000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,42897,PEG/Cisapride 1250/5mg (100 tsp)Summit,PEG/Cisapride 1250/5mg (100 scoop),I,tub,0,72.99,19.000000,36.410000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,46352,PEG/Cisapride1250/5mg (/Scoop-Create),PEG/Cisapride1250/5mg Per Scoop,I,unit,0,0.64,19.000000,0.320000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,33368,PEG/Cisapride1250/5mg (50scoo)SUMMI,PEG/Cisapride1250/5mg (50scoo)SUMMI,I,tub,0,52.99,16.000000,26.160000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,133999,PEGlyte powder 70g,,I,packet,0,13.99,16.000000,7.490000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,4593,Phenylpropanolamine 40 mg,Phenylpropanolamine 40 mg,I,capsule,0,0.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,9807,Phoschol Liquid Concentrate - 16 ounce,,I,bottle,0,394.99,0,0,River Valley Veterinary Wellness Clinic,0,H,4,0
PHA,PHARMACEUTICALS,,,42722,Pimobendan 5mg/ml CREATE DELIVERY,Pimobendan 5mg/ml CREATE DELIVERY,I,ml,0,0,0,0,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,23223,Piroxicam 10 mg/ml (CHIRON),,I,ml,0,6.99,16.000000,3.410000,River Valley Veterinary Wellness Clinic,0,H,4,0
PHA,PHARMACEUTICALS,,,22903,Piroxicam 10 mg/ml (SUMMIT),Piroxicam 10 mg/ml (SUMMIT),I,ml,0,1.99,16.000000,0.940000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4301,Piroxicam 2MG/ML,Piroxicam 2MG/ML,I,[None],0,2.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,1
PHA,PHARMACEUTICALS,,,4261,Potassium Bromide 100mg,Potassium Bromide 100mg,I,[None],0,0.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,47017,Potassium Bromide 500 mg (Create),Potassium Bromide 500 mg ,I,capsule,0,0.94,19.000000,0.470000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,42296,Potassium Chloride Inj 40 meq/ml,Potassium Chloride Inj 40 meq/ml,I,vial,0,22.99,19.000000,11.090000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,113294,Potassium Citrate Powder 500gm,Potassium Citrate Powder 500gm,I,bag,0,39.99,16.000000,19.580000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,38324,Prazosin 0.5mg capsule (SUMMIT),,I,[None],0,1.14,16.000000,0.570000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,2714,Prazosin Tabs HCI 1mg TEVA,,I,tablet,0,0.31,19.000000,0.150000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,46359,PrednisoLONE 10mg/ml (Create),PrednisoLONE 10mg/ml Oral,I,ml,0,0.42,19.000000,0.210000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,43697,Prednisolone 25 mg/ml TD (Create),Prednisolone 25 mg/ml Transdermal,I,ml,0,9.99,19.000000,4.940000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,41066,PrednisoLONE 50mg/ml TD (STAFF),PrednisoLONE 50mg/ml TD (STAFF),I,syringe,0,6.99,0,6.020000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,38930,PrednisoLONE 5mg caps (summit),PrednisoLONE 5mg caps (summit),I,[None],0,1.96,19.000000,0.980000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,4624,PrednisoLONE 5mg/ml (Summit),PrednisoLONE 5mg/ml (Summit),I,ml,0,0.74,16.000000,0.370000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,4736,Prednisone 3mg/ml (Strathcona),Prednisone 3mg/ml,I,[None],0,0.44,16.000000,0,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,1261,Prednisone 5 mg (Apo),,I,tablet,0,0.10,19.000000,0.050000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,100035,Prednisone Tabs 5 mg (Teva),Prednisone Tabs 5 mg,I,tablet,0,0.05,19.000000,0.020000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,46867,Prednisone Tabs 50 mg (Apo),,I,[None],0,0.36,19.000000,0.180000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,42871,Pregabalin 20mg/ml CREATE DELIVERY,Pregabalin 20mg/ml CREATE DELIVERY,I,ml,0,0,0,0,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,141039,Pregabalin 50mg,Pregabalin 50mg,I,capsule,0,0.52,19.000000,0.260000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,PREMED,Premedication (Elective),,S,[None],0,0,0,0,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,23493,Prescription Bags (White) 500/pkg,,I,[None],0,21.99,0,21.550000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,37675,Pro Care + GI 5gm,Pro Care + GI 5gm,I,Pouch,0,2.58,0,1.290000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,43247,Pro Concept Renal Pro Plus 100g,,I,[None],0,34.39,0,20.230000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,42818,Pro Liv SAMe tabs LARGE Box30tabs,Pro Liv SAMe tabs LARGE Box 30tabs,I,box,0,107.99,16.000000,53.850000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,4331,Procytox 25mg (Tablet),Procytox 25mg (Tablet),I,[None],0,2.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,1
PHA,PHARMACEUTICALS,,,23025,Progut Paste 15 mL,,I,tube,0,26.99,0,13.240000,River Valley Veterinary Wellness Clinic,0,H,4,0
PHA,PHARMACEUTICALS,,,124309,Proin 25mg,Proin 25mg,I,tablet,0,0.80,16.000000,0.400000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,124310,Proin 50mg,Proin 50mg,I,tablet,0,0.96,16.000000,0.480000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,39258,Proin 75mg,,I,tablet,0,1.42,16.000000,0.710000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,35863,Pronefra 180ml,,I,bottle,0,108.99,16.000000,54.130000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4394,Propylene Glycol/Dexmethasone Otic 10m,Propylene Glycol/Dexmethasone Otic 10m,I,bottle,0,20.99,0,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,1531,Protopic Ointment 10 g,,I,[None],0,31.99,8.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,26938,Proviable Forte Capsules,,I,capsule,0,14.99,0,7.000000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,26239,Proviable Forte Paste (1 tube-15ml),,I,pack,0,40.99,0,7.000000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,26939,Proviable KP-Paste (30ml tube)Md/Lg Dog,,I,tube,0,12.99,0,6.000000,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,4167,Prozinc Insulin,Prozinc Insulin,I,[None],0,132.99,11.000000,0,River Valley Veterinary Wellness Clinic,0,,4,0
PHA,PHARMACEUTICALS,,,128082,Prozinc insulin 40iu/ml,Prozinc insulin 40iu/ml,I,vial,0,157.99,16.000000,78.920000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,139386,Reconcile Fluoxetine 64mg,Reconcile Fluoxetine 64mg,I,tablet,0,4.64,16.000000,2.320000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,38806,Restoralax   (50g/30dr),Restoralax   (50g/30dr),I,jar,0,8.99,19.000000,3.000000,River Valley Veterinary Wellness Clinic,1,,4,0
PHA,PHARMACEUTICALS,,,2339,Revolution Cat Blue 2.6kg - 7.5kg,,I,tube,0,26.99,17.500000,16.500000,River Valley Veterinary Wellness Clinic,1,H,4,0
PHA,PHARMACEUTICALS,,,39273,Robaxin Tabs 750mg 50's,,I,tablet,0,1.39,19.000000,0.690000,River Valley Veterinary Wellness Clinic,1,,4,0
