invid,classid,description,description,qty,tot,subclassid,name1,desc,i_desc,firsttransaction,sequence,txn_date
SEDIM,SERV,Services,,22,2640.00,,Tudor Glen Veterinary Hospital,Sedation -  Intramuscular,Sedation -  Intramuscular,1427983,6,6/30/2025 18:30:05:565
SEDIM,SERV,Services,,24,2880.00,,Tudor Glen Veterinary Hospital,Sedation -  Intramuscular,Sedation -  Intramuscular,1442263,6,8/30/2025 17:35:05:993
SEDIM,SERV,Services,,19,2280.00,,Tudor Glen Veterinary Hospital,Sedation -  Intramuscular,Sedation -  Intramuscular,1471068,6,12/31/2025 18:16:10:824
SEDIV,SERV,Services,,1,120.00,,Tudor Glen Veterinary Hospital,Sedation - Intravenous,Sedation - Intravenous,1471068,7,12/31/2025 18:16:10:824
SEDIV,SERV,Services,,1,120.00,,Tudor Glen Veterinary Hospital,Sedation - Intravenous,Sedation - Intravenous,1456759,7,10/31/2025 18:15:33:419
SEDIV,SERV,Services,,2,240.00,,Tudor Glen Veterinary Hospital,Sedation - Intravenous,Sedation - Intravenous,1435299,7,7/31/2025 18:27:44:508
SEDIV,SERV,Services,,6,720.00,,Tudor Glen Veterinary Hospital,Sedation - Intravenous,Sedation - Intravenous,1449426,7,9/30/2025 18:33:25:34
SEDIV,SERV,Services,,1,120.00,,Tudor Glen Veterinary Hospital,Sedation - Intravenous,Sedation - Intravenous,1464415,7,11/29/2025 18:45:33:008
SEDIV,SERV,Services,,2,240.00,,Tudor Glen Veterinary Hospital,Sedation - Intravenous,Sedation - Intravenous,1413429,7,4/30/2025 18:37:16:465
SEDIV,SERV,Services,,1,121.80,,Tudor Glen Veterinary Hospital,Sedation - Intravenous,Sedation - Intravenous,1485086,8,2/28/2026 19:09:20:447
SEDIV,SERV,Services,,6,720.00,,Tudor Glen Veterinary Hospital,Sedation - Intravenous,Sedation - Intravenous,1427983,7,6/30/2025 18:30:05:565
SEDIV,SERV,Services,,3,360.00,,Tudor Glen Veterinary Hospital,Sedation - Intravenous,Sedation - Intravenous,1420600,7,5/31/2025 18:04:44:559
SEROMA,SERV,Services,,1,25.00,,Tudor Glen Veterinary Hospital,Seroma--Drain,Seroma--Drain,1427983,5,6/30/2025 18:30:05:565
SEROMA,SERV,Services,,2,50.00,,Tudor Glen Veterinary Hospital,Seroma--Drain,Seroma--Drain,1406169,5,3/31/2025 18:16:31:852
SEROMA,SERV,Services,,2,50.00,,Tudor Glen Veterinary Hospital,Seroma--Drain,Seroma--Drain,1413429,5,4/30/2025 18:37:16:465
SPLIR,SERV,Services,,3,391.20,,Tudor Glen Veterinary Hospital,Splint Replace,Splint Replace,1442263,8,8/30/2025 17:35:05:993
SPLIR,SERV,Services,,3,391.20,,Tudor Glen Veterinary Hospital,Splint Replace,Splint Replace,1435299,8,7/31/2025 18:27:44:508
SPLIR,SERV,Services,,3,391.20,,Tudor Glen Veterinary Hospital,Splint Replace,Splint Replace,1427983,8,6/30/2025 18:30:05:565
SPLR,SERV,Services,,2,260.80,,Tudor Glen Veterinary Hospital,Splint - Application Only,Splint - Application Only,1420600,7,5/31/2025 18:04:44:559
SPLR,SERV,Services,,1.5,195.60,,Tudor Glen Veterinary Hospital,Splint - Application Only,Splint - Application Only,1427983,7,6/30/2025 18:30:05:565
SPLR,SERV,Services,,1,130.40,,Tudor Glen Veterinary Hospital,Splint - Application Only,Splint - Application Only,1471068,7,12/31/2025 18:16:10:824
SPLR,SERV,Services,,3.5,456.40,,Tudor Glen Veterinary Hospital,Splint - Application Only,Splint - Application Only,1435299,7,7/31/2025 18:27:44:508
SPLR,SERV,Services,,1.5,195.60,,Tudor Glen Veterinary Hospital,Splint - Application Only,Splint - Application Only,1442263,7,8/30/2025 17:35:05:993
SPLRE,SERV,Services,,1,50.00,,Tudor Glen Veterinary Hospital,Splint/Cast Change- Procedure Only,Splint/Cast Change- Procedure Only,1427983,5,6/30/2025 18:30:05:565
STOMA,SERV,Services,,1,108.20,,Tudor Glen Veterinary Hospital,Stomach Tube,Stomach Tube,1456759,9,10/31/2025 18:15:33:419
SUC,SERV,Services,,2,0,,Tudor Glen Veterinary Hospital,Senior Program Urine Collection,Urine Collection,1464415,3,11/29/2025 18:45:33:008
SURGMIS,SERV,Services,,1,60.00,,Tudor Glen Veterinary Hospital,Take Home Medications (Small),Take Home Medications (Small),1456759,2,10/31/2025 18:15:33:419
SUTREM1,SERV,Services,,1,32.00,,Tudor Glen Veterinary Hospital,Suture or Staple Removal,,1427983,6,6/30/2025 18:30:05:565
SUTREM1,SERV,Services,,1,32.00,,Tudor Glen Veterinary Hospital,Suture or Staple Removal,,1449426,6,9/30/2025 18:33:25:34
SUTREM1,SERV,Services,,1,32.00,,Tudor Glen Veterinary Hospital,Suture or Staple Removal,,1435299,6,7/31/2025 18:27:44:508
SUTREM1,SERV,Services,,2,32.00,,Tudor Glen Veterinary Hospital,Suture or Staple Removal,,1471068,6,12/31/2025 18:16:10:824
SUTREM1,SERV,Services,,1,32.00,,Tudor Glen Veterinary Hospital,Suture or Staple Removal,,1420600,6,5/31/2025 18:04:44:559
TAKE1,SERV,Services,,1,30.00,,Tudor Glen Veterinary Hospital,Take Home Medications Surgery <20lb,,1420600,3,5/31/2025 18:04:44:559
TAKE1,SERV,Services,,1,30.00,,Tudor Glen Veterinary Hospital,Take Home Medications Surgery <20lb,,1471068,3,12/31/2025 18:16:10:824
TONOM,SERV,Services,,3,262.50,,Tudor Glen Veterinary Hospital,Tonometry-Tonopen ,Tonometry-Tonopen ,1477746,13,1/31/2026 19:14:15:897
TONOM,SERV,Services,,1.5,158.80,,Tudor Glen Veterinary Hospital,Tonometry-Tonopen ,Tonometry-Tonopen ,1456759,13,10/31/2025 18:15:33:419
TONOM,SERV,Services,,4,350.00,,Tudor Glen Veterinary Hospital,Tonometry-Tonopen (incl. topical anes.),Tonometry-Tonopen (incl. topical anes.),1435299,12,7/31/2025 18:27:44:508
TONOM,SERV,Services,,6,525.00,,Tudor Glen Veterinary Hospital,Tonometry-Tonopen (incl. topical anes.),Tonometry-Tonopen (incl. topical anes.),1406169,12,3/31/2025 18:16:31:852
TONOM,SERV,Services,,2,175.00,,Tudor Glen Veterinary Hospital,Tonometry-Tonopen ,Tonometry-Tonopen ,1485086,13,2/28/2026 19:09:20:447
TONOM,SERV,Services,,2,175.00,,Tudor Glen Veterinary Hospital,Tonometry-Tonopen ,Tonometry-Tonopen ,1464415,13,11/29/2025 18:45:33:008
TONOM,SERV,Services,,8,700.00,,Tudor Glen Veterinary Hospital,Tonometry-Tonopen (incl. topical anes.),Tonometry-Tonopen (incl. topical anes.),1427983,12,6/30/2025 18:30:05:565
TONOM,SERV,Services,,3,262.50,,Tudor Glen Veterinary Hospital,Tonometry-Tonopen ,Tonometry-Tonopen ,1471068,13,12/31/2025 18:16:10:824
TONOM,SERV,Services,,1,87.50,,Tudor Glen Veterinary Hospital,Tonometry-Tonopen (incl. topical anes.),Tonometry-Tonopen (incl. topical anes.),1420600,12,5/31/2025 18:04:44:559
TONOM,SERV,Services,,1,87.50,,Tudor Glen Veterinary Hospital,Tonometry-Tonopen (incl. topical anes.),Tonometry-Tonopen (incl. topical anes.),1413429,12,4/30/2025 18:37:16:465
TONOM,SERV,Services,,1,87.50,,Tudor Glen Veterinary Hospital,Tonometry-Tonopen (incl. topical anes.),Tonometry-Tonopen (incl. topical anes.),1442263,12,8/30/2025 17:35:05:993
TONOM,SERV,Services,,5,437.50,,Tudor Glen Veterinary Hospital,Tonometry-Tonopen (incl. topical anes.),Tonometry-Tonopen (incl. topical anes.),1456759,12,10/31/2025 18:15:33:419
URIBL,SERV,Services,,4.5,247.50,,Tudor Glen Veterinary Hospital,Urinary Flush (unblock) per 10 min,Urinary Flush (unblock) per 10 min,1420600,5,5/31/2025 18:04:44:559
URIBL,SERV,Services,,3,165.00,,Tudor Glen Veterinary Hospital,Urinary Flush (unblock) per 10 min,Urinary Flush (unblock) per 10 min,1477746,5,1/31/2026 19:14:15:897
URIBL,SERV,Services,,3,165.00,,Tudor Glen Veterinary Hospital,Urinary Flush (unblock) per 10 min,Urinary Flush (unblock) per 10 min,1464415,5,11/29/2025 18:45:33:008
URIBL,SERV,Services,,1,55.00,,Tudor Glen Veterinary Hospital,Urinary Flush (unblock) per 10 min,Urinary Flush (unblock) per 10 min,1449426,5,9/30/2025 18:33:25:34
URIBL,SERV,Services,,1,55.00,,Tudor Glen Veterinary Hospital,Urinary Flush (unblock) per 10 min,Urinary Flush (unblock) per 10 min,1427983,5,6/30/2025 18:30:05:565
URIBL,SERV,Services,,2,110.00,,Tudor Glen Veterinary Hospital,Urinary Flush (unblock) per 10 min,Urinary Flush (unblock) per 10 min,1485086,5,2/28/2026 19:09:20:447
URIBL,SERV,Services,,8,440.00,,Tudor Glen Veterinary Hospital,Urinary Flush (unblock) per 10 min,Urinary Flush (unblock) per 10 min,1456759,5,10/31/2025 18:15:33:419
URIBL,SERV,Services,,3,165.00,,Tudor Glen Veterinary Hospital,Urinary Flush (unblock) per 10 min,Urinary Flush (unblock) per 10 min,1406169,5,3/31/2025 18:16:31:852
URICA,SERV,Services,,1,69.00,,Tudor Glen Veterinary Hospital,Urinary Catheter (collection),Urinary Catheter,1435299,6,7/31/2025 18:27:44:508
URINI,SERV,Services,,1,20.00,,Tudor Glen Veterinary Hospital,Indwelling Urinary Catheter per day,Indwelling Urinary Catheter per day,1477746,4,1/31/2026 19:14:15:897
URINI,SERV,Services,,1,20.00,,Tudor Glen Veterinary Hospital,Indwelling Urinary Catheter per day,Indwelling Urinary Catheter per day,1427983,4,6/30/2025 18:30:05:565
URINI,SERV,Services,,1,20.00,,Tudor Glen Veterinary Hospital,Indwelling Urinary Catheter per day,Indwelling Urinary Catheter per day,1406169,4,3/31/2025 18:16:31:852
URINI,SERV,Services,,3,60.00,,Tudor Glen Veterinary Hospital,Indwelling Urinary Catheter per day,Indwelling Urinary Catheter per day,1420600,4,5/31/2025 18:04:44:559
URINI,SERV,Services,,2,40.00,,Tudor Glen Veterinary Hospital,Indwelling Urinary Catheter per day,Indwelling Urinary Catheter per day,1449426,4,9/30/2025 18:33:25:34
VACCP1,SERV,Services,,18,673.20,,Tudor Glen Veterinary Hospital,Canine CPV (Parvo) Add On,Canine CPV (Parvo),1427983,13,6/30/2025 18:30:05:565
VACCP1,SERV,Services,,8,299.20,,Tudor Glen Veterinary Hospital,Canine CPV (Parvo) Add On,Canine CPV (Parvo),1435299,13,7/31/2025 18:27:44:508
VACCP1,SERV,Services,,13,486.20,,Tudor Glen Veterinary Hospital,Canine CPV (Parvo) Add On,Canine CPV (Parvo),1406169,13,3/31/2025 18:16:31:852
VACCP1,SERV,Services,,8,299.20,,Tudor Glen Veterinary Hospital,Canine CPV (Parvo) Add On,Canine CPV (Parvo),1471068,13,12/31/2025 18:16:10:824
VACCP1,SERV,Services,,13,486.20,,Tudor Glen Veterinary Hospital,Canine CPV (Parvo) Add On,Canine CPV (Parvo),1456759,13,10/31/2025 18:15:33:419
VACCP1,SERV,Services,,16,598.40,,Tudor Glen Veterinary Hospital,Canine CPV (Parvo) Add On,Canine CPV (Parvo),1420600,13,5/31/2025 18:04:44:559
VACCP1,SERV,Services,,10,374.00,,Tudor Glen Veterinary Hospital,Canine CPV (Parvo) Add On,Canine CPV (Parvo),1485086,13,2/28/2026 19:09:20:447
VACCP1,SERV,Services,,17,635.80,,Tudor Glen Veterinary Hospital,Canine CPV (Parvo) Add On,Canine CPV (Parvo),1413429,13,4/30/2025 18:37:16:465
VACCP1,SERV,Services,,23,860.20,,Tudor Glen Veterinary Hospital,Canine CPV (Parvo) Add On,Canine CPV (Parvo),1477746,13,1/31/2026 19:14:15:897
VACCP1,SERV,Services,,8,299.20,,Tudor Glen Veterinary Hospital,Canine CPV (Parvo) Add On,Canine CPV (Parvo),1449426,13,9/30/2025 18:33:25:34
VACCP1,SERV,Services,,10,374.00,,Tudor Glen Veterinary Hospital,Canine CPV (Parvo) Add On,Canine CPV (Parvo),1442263,13,8/30/2025 17:35:05:993
VACCP1,SERV,Services,,9,336.60,,Tudor Glen Veterinary Hospital,Canine CPV (Parvo) Add On,Canine CPV (Parvo),1464415,13,11/29/2025 18:45:33:008
VOM,SERV,Services,,2,150.00,,Tudor Glen Veterinary Hospital,Induce Vomiting (including meds),Induce Vomiting,1413429,9,4/30/2025 18:37:16:465
VOM,SERV,Services,,6,450.00,,Tudor Glen Veterinary Hospital,Induce Vomiting (including meds),Induce Vomiting,1464415,9,11/29/2025 18:45:33:008
VOM,SERV,Services,,1,75.00,,Tudor Glen Veterinary Hospital,Induce Vomiting (including meds),Induce Vomiting,1477746,9,1/31/2026 19:14:15:897
VOM,SERV,Services,,1,75.00,,Tudor Glen Veterinary Hospital,Induce Vomiting (including meds),Induce Vomiting,1420600,9,5/31/2025 18:04:44:559
VOM,SERV,Services,,1,75.00,,Tudor Glen Veterinary Hospital,Induce Vomiting (including meds),Induce Vomiting,1442263,9,8/30/2025 17:35:05:993
VOM,SERV,Services,,6,450.00,,Tudor Glen Veterinary Hospital,Induce Vomiting (including meds),Induce Vomiting,1471068,9,12/31/2025 18:16:10:824
VOM,SERV,Services,,1,75.00,,Tudor Glen Veterinary Hospital,Induce Vomiting (including meds),Induce Vomiting,1435299,9,7/31/2025 18:27:44:508
VOM,SERV,Services,,3,225.00,,Tudor Glen Veterinary Hospital,Induce Vomiting (including meds),Induce Vomiting,1449426,9,9/30/2025 18:33:25:34
VOM,SERV,Services,,2,150.00,,Tudor Glen Veterinary Hospital,Induce Vomiting (including meds),Induce Vomiting,1427983,9,6/30/2025 18:30:05:565
VOM,SERV,Services,,2,150.00,,Tudor Glen Veterinary Hospital,Induce Vomiting (including meds),Induce Vomiting,1406169,9,3/31/2025 18:16:31:852
VOM,SERV,Services,,7,525.00,,Tudor Glen Veterinary Hospital,Induce Vomiting (including meds),Induce Vomiting,1456759,9,10/31/2025 18:15:33:419
WARD,SERV,Services,,23,690.00,,Tudor Glen Veterinary Hospital,Ward Fee,Ward Fee,1456759,7,10/31/2025 18:15:33:419
WARD,SERV,Services,,24,720.00,,Tudor Glen Veterinary Hospital,Ward Fee,Ward Fee,1420600,7,5/31/2025 18:04:44:559
WARD,SERV,Services,,19,570.00,,Tudor Glen Veterinary Hospital,Ward Fee,Ward Fee,1427983,7,6/30/2025 18:30:05:565
WARD,SERV,Services,,23,690.00,,Tudor Glen Veterinary Hospital,Ward Fee,Ward Fee,1464415,7,11/29/2025 18:45:33:008
WARD,SERV,Services,,20,600.00,,Tudor Glen Veterinary Hospital,Ward Fee,Ward Fee,1477746,7,1/31/2026 19:14:15:897
WARD,SERV,Services,,21,630.00,,Tudor Glen Veterinary Hospital,Ward Fee,Ward Fee,1442263,7,8/30/2025 17:35:05:993
WARD,SERV,Services,,39,1170.00,,Tudor Glen Veterinary Hospital,Ward Fee,Ward Fee,1435299,7,7/31/2025 18:27:44:508
WARD,SERV,Services,,-1,-25.00,,Tudor Glen Veterinary Hospital,Ward Fee,Ward Fee,1477746,5,1/31/2026 19:14:15:897
WARD,SERV,Services,,45,1350.00,,Tudor Glen Veterinary Hospital,Ward Fee,Ward Fee,1449426,7,9/30/2025 18:33:25:34
WARD,SERV,Services,,27,810.00,,Tudor Glen Veterinary Hospital,Ward Fee,Ward Fee,1413429,7,4/30/2025 18:37:16:465
WARD,SERV,Services,,30,900.00,,Tudor Glen Veterinary Hospital,Ward Fee,Ward Fee,1485086,7,2/28/2026 19:09:20:447
WARD,SERV,Services,,11,300.00,,Tudor Glen Veterinary Hospital,Ward Fee,Ward Fee,1471068,7,12/31/2025 18:16:10:824
WARD,SERV,Services,,27,810.00,,Tudor Glen Veterinary Hospital,Ward Fee,Ward Fee,1406169,7,3/31/2025 18:16:31:852
WEIGH,SERV,Services,,1,0,,Tudor Glen Veterinary Hospital,Weigh in/ Body Condition Score,Weigh in/ Body Condition Score,1435299,2,7/31/2025 18:27:44:508
WEIGH,SERV,Services,,1,0,,Tudor Glen Veterinary Hospital,Weigh in/ Body Condition Score,Weigh in/ Body Condition Score,1456759,2,10/31/2025 18:15:33:419
WING,SERV,Services,,1,45.00,,Tudor Glen Veterinary Hospital,Exotic Wing Trim,Exotic Wing Trim,1406169,5,3/31/2025 18:16:31:852
WING,SERV,Services,,1,45.00,,Tudor Glen Veterinary Hospital,Exotic Wing Trim,Exotic Wing Trim,1477746,5,1/31/2026 19:14:15:897
WLNC,SERV,Services,,1,276.50,,Tudor Glen Veterinary Hospital,Lymphnode Cytology (up to 10 slides),Lymphnode Cytology ,1420600,2,5/31/2025 18:04:44:559
11002,SERV,Services,Cremation ,1,50.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal under 1kg,Cremation Communal,1406169,5,3/31/2025 18:16:31:852
11002,SERV,Services,Cremation ,1,50.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal under 1kg,Cremation Communal,1485086,5,2/28/2026 19:09:20:447
11003,SERV,Services,Cremation ,3,180.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 1 - 9.9kg,Cremation Communal,1413429,6,4/30/2025 18:37:16:465
11003,SERV,Services,Cremation ,10,600.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 1 - 9.9kg,Cremation Communal,1420600,6,5/31/2025 18:04:44:559
11003,SERV,Services,Cremation ,7,420.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 1 - 9.9kg,Cremation Communal,1477746,6,1/31/2026 19:14:15:897
11003,SERV,Services,Cremation ,11,660.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 1 - 9.9kg,Cremation Communal,1442263,6,8/30/2025 17:35:05:993
11003,SERV,Services,Cremation ,7,420.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 1 - 9.9kg,Cremation Communal,1464415,6,11/29/2025 18:45:33:008
11003,SERV,Services,Cremation ,10,600.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 1 - 9.9kg,Cremation Communal,1449426,6,9/30/2025 18:33:25:34
11003,SERV,Services,Cremation ,3,180.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 1 - 9.9kg,Cremation Communal,1435299,6,7/31/2025 18:27:44:508
11003,SERV,Services,Cremation ,10,600.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 1 - 9.9kg,Cremation Communal,1471068,6,12/31/2025 18:16:10:824
11003,SERV,Services,Cremation ,10,600.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 1 - 9.9kg,Cremation Communal,1485086,6,2/28/2026 19:09:20:447
11003,SERV,Services,Cremation ,9,540.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 1 - 9.9kg,Cremation Communal,1427983,6,6/30/2025 18:30:05:565
11003,SERV,Services,Cremation ,6,360.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 1 - 9.9kg,Cremation Communal,1406169,6,3/31/2025 18:16:31:852
11003,SERV,Services,Cremation ,5,300.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 1 - 9.9kg,Cremation Communal,1456759,6,10/31/2025 18:15:33:419
11005,SERV,Services,Cremation ,1,120.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 30 - 45kg,Cremataion Communal,1435299,5,7/31/2025 18:27:44:508
11005,SERV,Services,Cremation ,1,120.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 30 - 45kg,Cremataion Communal,1485086,5,2/28/2026 19:09:20:447
11005,SERV,Services,Cremation ,2,240.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 30 - 45kg,Cremataion Communal,1464415,5,11/29/2025 18:45:33:008
11005,SERV,Services,Cremation ,1,120.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 30 - 45kg,Cremataion Communal,1406169,5,3/31/2025 18:16:31:852
11005,SERV,Services,Cremation ,2,240.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 30 - 45kg,Cremataion Communal,1420600,5,5/31/2025 18:04:44:559
11005,SERV,Services,Cremation ,2,240.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 30 - 45kg,Cremataion Communal,1413429,5,4/30/2025 18:37:16:465
11005,SERV,Services,Cremation ,3,360.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 30 - 45kg,Cremataion Communal,1427983,5,6/30/2025 18:30:05:565
11005,SERV,Services,Cremation ,1,120.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 30 - 45kg,Cremataion Communal,1456759,5,10/31/2025 18:15:33:419
11007,SERV,Services,Cremation ,1,85.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 10 - 29kg,Cremation Communal 10 - 29kg,1442263,1,8/30/2025 17:35:05:993
11007,SERV,Services,Cremation ,4,340.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 10 - 29kg,Cremation Communal 10 - 29kg,1420600,1,5/31/2025 18:04:44:559
11007,SERV,Services,Cremation ,4,340.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 10 - 29kg,Cremation Communal 10 - 29kg,1427983,1,6/30/2025 18:30:05:565
11007,SERV,Services,Cremation ,3,255.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 10 - 29kg,Cremation Communal 10 - 29kg,1406169,1,3/31/2025 18:16:31:852
11007,SERV,Services,Cremation ,1,85.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 10 - 29kg,Cremation Communal 10 - 29kg,1435299,1,7/31/2025 18:27:44:508
11007,SERV,Services,Cremation ,2,170.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 10 - 29kg,Cremation Communal 10 - 29kg,1485086,1,2/28/2026 19:09:20:447
11007,SERV,Services,Cremation ,3,255.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 10 - 29kg,Cremation Communal 10 - 29kg,1471068,1,12/31/2025 18:16:10:824
11007,SERV,Services,Cremation ,3,255.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 10 - 29kg,Cremation Communal 10 - 29kg,1464415,1,11/29/2025 18:45:33:008
11007,SERV,Services,Cremation ,1,85.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 10 - 29kg,Cremation Communal 10 - 29kg,1477746,1,1/31/2026 19:14:15:897
11010,SERV,Services,Cremation ,1,170.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 45.1+ kg,Cremation Communal,1406169,7,3/31/2025 18:16:31:852
11010,SERV,Services,Cremation ,1,170.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 45.1+ kg,Cremation Communal,1477746,7,1/31/2026 19:14:15:897
11010,SERV,Services,Cremation ,1,170.00,CRE,Tudor Glen Veterinary Hospital,Cremation Communal 45.1+ kg,Cremation Communal,1442263,7,8/30/2025 17:35:05:993
11011,SERV,Services,Cremation ,1,142.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn under 1kg,Cremation Private ,1406169,7,3/31/2025 18:16:31:852
11028,SERV,Services,Cremation ,8,1884.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 1 - 9.9kg,Cremation Private with Compliemntary Urn,1442263,9,8/30/2025 17:35:05:993
11028,SERV,Services,Cremation ,8,1884.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 1 - 9.9kg,Cremation Private with Compliemntary Urn,1464415,9,11/29/2025 18:45:33:008
11028,SERV,Services,Cremation ,8,1884.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 1 - 9.9kg,Cremation Private with Compliemntary Urn,1427983,9,6/30/2025 18:30:05:565
11028,SERV,Services,Cremation ,11,2590.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 1 - 9.9kg,Cremation Private with Compliemntary Urn,1406169,9,3/31/2025 18:16:31:852
11028,SERV,Services,Cremation ,9,2119.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 1 - 9.9kg,Cremation Private with Compliemntary Urn,1435299,9,7/31/2025 18:27:44:508
11028,SERV,Services,Cremation ,11,2590.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 1 - 9.9kg,Cremation Private with Compliemntary Urn,1456759,9,10/31/2025 18:15:33:419
11028,SERV,Services,Cremation ,6,1413.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 1 - 9.9kg,Cremation Private with Compliemntary Urn,1420600,9,5/31/2025 18:04:44:559
11028,SERV,Services,Cremation ,4,942.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 1 - 9.9kg,Cremation Private with Compliemntary Urn,1471068,9,12/31/2025 18:16:10:824
11028,SERV,Services,Cremation ,8,1884.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 1 - 9.9kg,Cremation Private with Compliemntary Urn,1413429,9,4/30/2025 18:37:16:465
11028,SERV,Services,Cremation ,9,2119.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 1 - 9.9kg,Cremation Private with Compliemntary Urn,1449426,9,9/30/2025 18:33:25:34
11028,SERV,Services,Cremation ,7,1648.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 1 - 9.9kg,Cremation Private with Compliemntary Urn,1485086,9,2/28/2026 19:09:20:447
11028,SERV,Services,Cremation ,11,2590.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 1 - 9.9kg,Cremation Private with Compliemntary Urn,1477746,9,1/31/2026 19:14:15:897
11036,SERV,Services,Cremation ,1,273.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 10 - 45.5kg,Cremation Private with Complementary Urn,1471068,11,12/31/2025 18:16:10:824
11036,SERV,Services,Cremation ,3,819.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 10 - 45.5kg,Cremation Private with Complementary Urn,1449426,11,9/30/2025 18:33:25:34
11036,SERV,Services,Cremation ,7,1911.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 10 - 45.5kg,Cremation Private with Complementary Urn,1485086,11,2/28/2026 19:09:20:447
11036,SERV,Services,Cremation ,4,1092.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 10 - 45.5kg,Cremation Private with Complementary Urn,1420600,11,5/31/2025 18:04:44:559
11036,SERV,Services,Cremation ,4,1092.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 10 - 45.5kg,Cremation Private with Complementary Urn,1456759,11,10/31/2025 18:15:33:419
11036,SERV,Services,Cremation ,4,1092.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 10 - 45.5kg,Cremation Private with Complementary Urn,1413429,11,4/30/2025 18:37:16:465
11036,SERV,Services,Cremation ,2,546.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 10 - 45.5kg,Cremation Private with Complementary Urn,1406169,11,3/31/2025 18:16:31:852
11036,SERV,Services,Cremation ,4,1092.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 10 - 45.5kg,Cremation Private with Complementary Urn,1464415,11,11/29/2025 18:45:33:008
11036,SERV,Services,Cremation ,7,2043.60,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 10 - 45.5kg,Cremation Private with Complementary Urn,1477746,11,1/31/2026 19:14:15:897
11036,SERV,Services,Cremation ,1,273.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 10 - 45.5kg,Cremation Private with Complementary Urn,1442263,11,8/30/2025 17:35:05:993
11036,SERV,Services,Cremation ,7,1638.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn 10 - 45.5kg,Cremation Private with Complementary Urn,1427983,11,6/30/2025 18:30:05:565
